CartoSanté; ; ; ; ; ; ; ; ; 
Référentiel géographique : France par bassin de vie; ; ; ; ; ; ; ; ; 
Code;Libellé;Part des bénéf. ophtalmo. dans pop. 2024;APL Médecins généralistes 2023;Densité d'orthophonistes lib. 2024;Densité de généralistes lib. 2024;Densité d'infirmiers lib. 2024;Densité de sages-femmes lib. 2024;Part des bénéf. en ALD dans la pop 2024;Densité des pharmacies pour 10 000 hab. 2024
70311;Luxeuil-les-Bains;22.2;3.6;7.7;9.3;15;2.3;19.6;4.6
70334;Marnay;28.6;4.2;54.4;10.2;11.6;2.7;N/A - secret statistique;2.7
70421;Port-sur-Saône;23.8;3.3;20;7.3;12;1.3;19.6;3.3
70447;Rioz;26.1;3.8;16.3;13;8.1;3.2;15.5;2.4
70467;Saint-Loup-sur-Semouse;23.8;3.3;9.7;5.8;15.5;3.8;23.1;3.9
70550;Vesoul;24;4.7;14;10.2;12.4;2;21.4;4
70561;Villersexel;22.4;3.7;0;9.7;14.6;0;20.6;4.9
71014;Autun;30.4;3;33.8;6.8;13.9;1.3;19.3;3.4
71047;Bourbon-Lancy;27.1;2.2;8.9;2.7;21.3;0;24.3;3.5
71073;Chagny;32.5;2.9;17.9;6.6;11.3;3.5;16.8;3
71076;Chalon-sur-Saône;32.9;3.4;29.8;6.3;11.5;1.8;18.1;3
71090;La Chapelle-de-Guinchay;24.2;2.9;34;8.5;15.8;3.4;17.4;2.8
71106;Charolles;31.1;2.8;10.8;9.7;21.6;2.1;N/A - secret statistique;3.2
71120;Chauffailles;27.4;2.1;16.8;4.2;20.1;1.7;21.9;3.4
71133;La Clayette;27.9;2.5;10.6;7.4;23.4;0;21.3;3.2
71137;Cluny;24.7;3.3;36;10.4;18.9;4.5;17;3.6
71153;Le Creusot;33.1;2.1;9.3;3.3;15.1;0.5;19.4;4
71176;Digoin;36;2.2;7;4.2;21.7;2.7;21.3;2.8
71192;Étang-sur-Arroux;30.8;2.7;0;7.6;20.9;0;22.9;5.7
71221;Givry;35.3;3.1;25.4;14.4;13.5;0;N/A - secret statistique;1.7
71230;Gueugnon;38;1.8;16.3;4.1;34.2;3.2;25.1;2.4
71263;Louhans;33;2.1;8.6;3;13.8;2.5;N/A - secret statistique;3.4
71270;Mâcon;28.1;3.8;30.2;6.1;16.2;2;19.6;2.9
71275;Marcigny;33.1;1.5;49.7;6.6;21.5;3.2;22.7;3.3
71306;Montceau-les-Mines;33.1;2.6;8.4;4.9;18.4;1.6;N/A - secret statistique;3.8
71310;Montchanin;35.3;1.5;9.7;4.8;26.1;5.7;18.4;1
71342;Paray-le-Monial;33.9;2.7;22.8;5.1;27.3;0;20.8;3.4
71351;Pierre-de-Bresse;27.4;2.7;0;9;21.6;0;21.7;3.6
71417;Saint-Gengoux-le-National;32;2.4;18.7;1.9;13.1;0;N/A - secret statistique;3.7
71419;Saint-Germain-du-Bois;31.5;2.8;31.2;6.2;13.5;2.1;20;3.1
71512;Sennecey-le-Grand;33.5;2.9;14.7;8.8;19.1;2.9;N/A - secret statistique;1.5
71543;Tournus;29;2.7;25.4;5.6;12.2;5;19.9;2.5
72029;Beaumont-sur-Sarthe;20.8;2.6;0;5.4;9.4;2.7;19.8;2.7
72039;Bonnétable;20.2;2.2;9.1;5.5;12.8;1.8;N/A - secret statistique;2.7
72068;La Chartre-sur-le-Loir;20.9;2.6;21.4;7.5;11.8;2.1;22.6;3.2
72071;Montval-sur-Loir;18.8;2.5;25.9;5.8;13.6;1.3;21.9;2.6
72089;Conlie;22.1;3.6;12.3;7.4;12.3;2.5;16.7;1.2
72090;Connerré;20.4;2;0;1.4;7.7;1;16.5;2.4
72124;Écommoy;19.5;2.1;15.4;6.7;9.2;2;17.6;3.1
72132;La Ferté-Bernard;17.8;2.3;11.9;3.6;7.5;3.1;17.3;3.2
72138;Fresnay-sur-Sarthe;20.9;1.5;10.9;1.1;10.9;2.2;20.1;2.2
72143;Le Grand-Lucé;19.3;1.4;15.2;3;9.1;0;17.2;1.5
72154;La Flèche;19.7;3.4;12.5;7.1;8.4;1.6;18.1;2.9
72168;Loué;23.4;3.9;9.5;8.5;12.3;1.9;18.4;2.8
72176;Le Lude;18.5;2.5;13.3;8;6.6;2.6;20.8;4
72180;Mamers;14.7;2.7;29;6.5;8.7;1.4;N/A - secret statistique;2.2
72181;Le Mans;24;3.1;28.9;6.2;9.4;2.5;17.2;2.7
72189;Marolles-les-Braults;17.6;2.4;0;4.3;21.5;0;21.4;2.2
72213;Mulsanne;24.8;2.3;23.8;4.8;9.5;0;18.7;2.4
72231;Parigné-l'Évêque;24.3;1.5;23.1;2.3;6.9;0;15.4;1.2
72264;Sablé-sur-Sarthe;27.4;2.8;15.3;4.6;10.7;0.6;16.7;2.8
72269;Saint-Calais;29.2;1.6;6.7;2.7;12;1.3;20.8;2.7
72334;Sillé-le-Guillaume;24.1;3.9;11.5;8;11.5;2.3;19.8;2.3
72346;La Suze-sur-Sarthe;21.6;2.1;14.7;4.4;9.2;2.2;N/A - secret statistique;2.2
72373;Vibraye;22.6;2;20.8;6.3;8.3;0;22;4.2
73006;Aime-la-Plagne;22.3;3.6;24.3;7.3;12.1;0;12.7;3.6
73008;Aix-les-Bains;31.7;3.8;42.2;10.2;17.8;3;17;3
73010;Entrelacs;30.8;3.7;42.3;10.1;14.4;3.4;12.6;2.5
73011;Albertville;25;3.3;32.8;7.2;11.7;2.4;16.8;2.9
73034;Beaufort;21.8;6.4;0;23.4;23.4;0;15.7;5.9
73054;Bourg-Saint-Maurice;17.4;4.5;44.5;10.4;17.8;3;13;5.2
73055;Bozel;20.3;5.9;0;16.5;9;0;13.1;6
73065;Chambéry;21.3;5.1;56.8;12.7;13.4;3.3;16.2;3
73157;Modane;26.2;5.2;23.7;9.5;16.6;2.4;14.8;4.7
73171;Montmélian;21.6;3.8;35.5;10.7;17.8;4.7;15.2;2.4
73181;Moûtiers;21.3;4.8;43.1;15.6;15.6;2.2;14.8;5.4
73215;Valgelon-La Rochette;24.7;3.2;53.5;10.7;17.1;4.3;17.8;1.1
73236;Saint-Genix-les-Villages;30.9;2.9;41;9.2;17.4;0;17.7;3.1
73248;Saint-Jean-de-Maurienne;29.2;4;21.9;9.9;16.1;2.9;17.9;5.5
73270;Saint-Pierre-d'Albigny;24.6;2.9;54.7;9.7;13.4;2.4;15.8;2.4
73303;Ugine;25.4;3.2;34;7.9;15.9;2.2;19.4;3.4
73304;Val-d'Isère;16.4;8.5;0;34;0;5.8;8.2;8.5
73330;Yenne;24.9;2.3;25.5;8.9;11.5;2.5;16.8;2.6
74010;Annecy;28.4;4.7;52.6;11.9;8.5;3.1;14.5;2.6
74012;Annemasse;23.9;3.1;8.6;5.9;4.6;1.9;12.2;2.5
74042;Bonneville;29.1;2.9;18.2;5.8;5.5;5.9;13.7;2.2
74043;Bons-en-Chablais;22.9;2.2;12;3.6;1.2;0;11.4;1.2
74056;Chamonix-Mont-Blanc;24.2;5.5;39.6;14.2;11.9;3.1;14;5.5
74081;Cluses;26.2;3;20.8;8;7.2;2.7;16.6;3.2
74096;Cruseilles;25.8;3.4;39.1;8.9;3.9;6.7;10.1;0.6
74105;Douvaine;19.1;1.9;23.2;3.7;7.9;5.4;10.6;2.3
74123;Faverges-Seythenex;28.5;3.6;42.9;9.2;11.6;3.6;17.1;1.8
74137;Groisy;27.8;4;66.6;10.3;4.2;3.7;11.7;1.8
74191;Morzine;20.4;4.7;34.3;13.7;12.6;2.3;12.9;5.7
74220;Reignier-Ésery;27.8;2.1;21.2;4.2;9.2;4.1;12.8;2.1
74224;La Roche-sur-Foron;28.7;2.4;39.3;3.9;3.1;5.2;13.5;1.7
74225;Rumilly;28.3;2.8;34.8;6.3;10.4;1.9;13.7;2.1
74236;Saint-Gervais-les-Bains;25.3;5.5;48.6;17.4;16.7;1.4;16.6;6.9
74243;Saint-Julien-en-Genevois;16.9;2.3;17.9;4.2;4;1.6;9.8;1.8
74256;Sallanches;25.8;4.4;46.6;9.9;12.8;5.6;16.3;2.6
74258;Samoëns;27.5;3.7;22.7;15.9;18.1;0;14.9;4.5
74269;Seyssel;25.9;1.7;40.2;5.6;8.8;1.6;14.1;2.4
74276;Taninges;26.5;5.2;59.7;8.4;9.6;7.2;14.2;2.4
74280;Thônes;26.3;5;39.6;11.9;11.2;4;13;4
74281;Thonon-les-Bains;23.4;2.9;29.4;6.8;9.8;2.6;N/A - secret statistique;2.8
74311;Viuz-en-Sallaz;26.6;2.7;20.3;8.1;12.9;2.7;13.7;1.4
75056;Paris;21.7;3.4;24.9;6.6;7;2.1;N/A - secret statistique;2.9
76034;Val-de-Scie;23;4;58.5;8.5;10.4;2.6;N/A - secret statistique;2.6
76035;Aumale;25.7;3.5;5.6;6.8;15.2;2.2;20.1;3.4
76057;Barentin;35;3.6;42.5;7.6;11.5;1.8;18.3;2.4
76101;Blangy-sur-Bresle;27.7;3.5;8.7;10.4;14.7;1.7;21.6;2.6
76114;Bolbec;27.8;2.8;19.1;4.2;14.9;0.8;17.1;1.5
76146;Buchy;23.2;3.8;12.6;6.3;12.6;2.5;18.5;1.3
76159;Cany-Barville;29.9;2.7;23.5;3.1;11.7;0;19;2.3
76164;Rives-en-Seine;32.9;3.8;18.2;6.4;10.9;0;19.4;1.8
76196;Criquetot-l'Esneval;27.3;2.9;22.9;6.9;9.2;3;16.1;2.3
76217;Dieppe;29.7;3.3;14.1;6.6;14.3;1.6;20.1;3.1
76219;Doudeville;30.4;3.2;0;4.7;5.8;0;N/A - secret statistique;2.3
76222;Duclair;34.3;2.9;19.1;7.7;13.4;0.9;20.2;3.3
76255;Eu;29.7;3.6;31.7;7.7;18.7;1.4;22.7;3.5
76258;Terres-de-Caux;30;3.1;0;4.4;16.7;0;17;2.2
76259;Fécamp;27.2;3;23.9;5;18.4;2.3;18.7;2.9
76276;Forges-les-Eaux;24.9;4.2;23.1;9.2;17.7;3;21.7;3.1
76302;Goderville;30.2;2.8;67.2;5;13.4;1.7;16.1;2.5
76312;Gournay-en-Bray;26.3;2.2;4.6;5.1;12.5;0.9;21.6;2.3
76351;Le Havre;21.5;3.5;26.4;7.9;15.8;2.7;18;2.8
76400;Luneray;30.2;3.5;17.2;6.9;14.6;0;N/A - secret statistique;2.6
76462;Neufchâtel-en-Bray;24.4;4.4;17.7;8.8;9.4;3.5;20;1.8
76476;Port-Jérôme-sur-Seine;29.3;2.6;3;4.2;11.1;0;16.8;2.4
76482;Offranville;30.5;4.2;23.9;9.6;10.4;4.7;19.7;2.4
76540;Rouen;24.5;4.5;32.5;9.4;11.2;2.4;18.5;2.8
76647;Saint-Romain-de-Colbosc;25.7;3.5;17.1;7.4;14.3;3.5;14.6;1.1
76648;Saint-Saëns;24.1;4.2;102.4;11.9;11.9;3.3;18.7;1.7
76655;Saint-Valery-en-Caux;31;3.3;22.9;8;14.9;4.4;N/A - secret statistique;3.4
76752;Yerville;32.7;3.1;11.3;3.4;6.8;0;18;1.1
76758;Yvetot;32.9;4.2;41.3;9.2;8.9;3.1;18.5;2.5
77051;Bray-sur-Seine;31.2;1.4;0;2.7;12.1;2.6;21.1;1.3
77053;Brie-Comte-Robert;29.5;2.4;18.6;5.1;10;1.3;14.9;2.3
77088;La Chapelle-la-Reine;31.6;2.2;30.5;6.1;18.3;8.9;16.4;3.1
77100;Le Châtelet-en-Brie;31;1.8;11.2;3.4;13.4;2.2;17;1.1
77118;Claye-Souilly;19.9;2.8;13.7;7.8;7.8;2.7;15.9;2.3
77131;Coulommiers;24.8;2.3;20.3;4.7;9.3;1.3;16.9;2.5
77142;Crécy-la-Chapelle;23.6;2.2;24.7;1.6;5.8;3.2;14;1.6
77153;Dammartin-en-Goële;17.8;2.3;10.4;3.9;7;0.5;14.2;2.8
77171;Esbly;23.8;2;7.9;3.2;7.5;3.1;14.3;2
77182;La Ferté-Gaucher;26.3;1.5;9.3;3.7;13.9;0.9;18;2.3
77183;La Ferté-sous-Jouarre;23.2;2.1;3.1;4.3;9.9;1.2;15.6;2.2
77186;Fontainebleau;30.2;3;36.2;8.3;11.6;3.1;16.2;3.4
77192;Fontenay-Trésigny;30;1.8;15.2;4.2;8.4;2.3;14.8;1.9
77268;Magny-le-Hongre;22.7;2.2;31;6.2;6.2;4;11.9;2.1
77284;Meaux;17;2.6;17.2;6.3;7.3;2.3;14.7;2.4
77288;Melun;25.6;1.9;20;5.2;9.7;1.9;17.2;2.3
77305;Montereau-Fault-Yonne;26.6;2.4;10;5.2;13.2;0.7;16.6;2
77316;Moret-Loing-et-Orvanne;30.6;2.9;30.2;4.4;12.7;3.9;16.7;2.3
77327;Nangis;29.4;1.6;2.8;2.3;9.7;1.1;N/A - secret statistique;2
77333;Nemours;28.9;2.3;26;4.9;10.7;2.5;18.7;3.1
77379;Provins;30.7;2.2;13.3;4;13;1;N/A - secret statistique;2.7
77393;Rozay-en-Brie;30.3;2.5;0;4;9.2;0;15.3;1.3
77407;Saint-Fargeau-Ponthierry;30.4;2.2;26.6;4.5;10.4;1.6;16;2.7
77437;Saint-Soupplets;16.9;2.2;0;8.3;6.2;0;14.1;2.1
77458;Souppes-sur-Loing;25.5;2;0;4.7;14.1;1.5;20.2;2.3
77470;Tournan-en-Brie;32.4;2;4.2;2.9;8;0.8;15.1;1.7
78029;Aubergenville;24.6;3.4;6;9;4.2;5.8;15;2.4
78089;Bonnières-sur-Seine;29.7;1.8;22.7;3.4;5.1;2.2;16.8;1.7
78217;Épône;32.7;2.5;39.6;5.3;7.9;3.1;14.5;2.1
78220;Les Essarts-le-Roi;36.7;2.7;58;4.8;3.9;1.9;15;2.9
78267;Gargenville;27.4;3.2;15.9;6.9;6.3;1.1;15.5;2.6
78310;Houdan;28.3;1.8;22.9;1.9;5.3;3.7;14.1;1.5
78361;Mantes-la-Jolie;27.9;2.7;16.3;4.9;6.3;1.5;16.1;2.4
78420;Montfort-l'Amaury;36.2;2.3;92.5;10.8;4.6;5.9;15.3;1.5
78455;Noisy-le-Roi;39;2.7;32.8;7.5;6.1;2.7;14.7;2.8
78486;Le Perray-en-Yvelines;36.9;2.6;20.2;7.1;14.1;2;15.6;3
78513;La Queue-les-Yvelines;33.5;2.2;24.3;4.9;8.5;2.4;13.1;2.4
78517;Rambouillet;35.7;3.1;37.4;6.8;5.9;3;16;2.2
78537;Saint-Arnoult-en-Yvelines;33.8;2.7;45.5;5.2;9.1;0;15;1.9
79005;Airvault;25.9;3.7;30.2;10.1;15.1;2;21.3;3
79048;La Crèche;32.4;3.7;9.5;5.7;8.6;0;16.4;1.9
79049;Bressuire;31.1;3;12.7;7;9.5;3.8;16.8;3.2
79061;Celles-sur-Belle;29.4;2.8;0;6.3;9.5;0;15.9;3.2
79062;Cerizay;33.2;2.8;0;5.1;11;4.4;18.8;2.9
79079;Mauléon;32.6;1.9;18.8;2.8;7.5;1.9;15.3;1.9
79083;Chef-Boutonne;21.3;2.4;0;10.5;21;0;21.9;4.5
79101;Coulonges-sur-l'Autize;30.8;1.8;18.4;3.7;15.7;1.8;17.6;3.7
79174;Melle;25.8;3.5;5.3;10;15.8;2.1;N/A - secret statistique;3.7
79179;Moncoutant-sur-Sèvre;31.7;2.5;0;5.6;8;1.6;18.7;3.2
79191;Niort;30.4;3.7;16.4;7.6;10.9;3;N/A - secret statistique;3.4
79195;Nueil-les-Aubiers;31;2.3;13.2;6.6;9.3;0;17.2;1.3
79202;Parthenay;23;2.5;8.3;5.5;13.3;3.2;19.5;3.9
79270;Saint-Maixent-l'École;25.2;2.6;14.9;4.5;14.6;1.5;17.3;3.4
79307;Sauzé-entre-Bois;17.3;3.4;0;7.1;10.7;3.6;20.9;1.8
79311;Secondigny;25.6;1.9;0;5.1;10.2;0;19.9;2.5
79329;Thouars;33.1;3;5.8;5.8;13.1;1.7;19.5;3.5
80001;Abbeville;30.5;4.4;29.7;8.3;15.3;1.6;19.6;3.4
80010;Ailly-sur-Noye;31.1;3.1;36.7;9.2;20.2;3.6;17.1;1.8
80013;Airaines;29.6;3.7;20.5;7.2;16.4;2;20.4;3.1
80016;Albert;27.4;3.9;30.8;7.5;13.7;2;18.5;3.1
80021;Amiens;27.9;5.7;42.6;11.2;12.4;2.5;17.1;3.3
80211;Conty;29.7;3.7;58.2;10.2;21.8;2.8;N/A - secret statistique;1.5
80212;Corbie;29;4.7;38;10.8;12.7;2.4;18.8;3.2
80222;Crécy-en-Ponthieu;28.8;3.2;55.7;13;29.7;3.7;20.1;3.7
80253;Doullens;22.8;3.5;29.9;5.6;16;1.5;18.9;2.6
80318;Flixecourt;28.5;4.5;10.9;9.3;12.5;2.2;19.2;3.3
80368;Friville-Escarbotin;29.7;3.8;8;5.6;13.6;0.8;21.9;2.8
80373;Gamaches;28.7;3.3;0;4.8;19.4;0;20.6;3.6
80410;Ham;22.7;2.7;14.3;5.2;13.8;0.9;19.7;2.9
80561;Montdidier;21.9;3.8;8.5;6.8;15.3;1.6;19.4;2.5
80570;Moreuil;26.9;4.6;32.7;11.4;13.9;3.2;17.6;3.3
80606;Oisemont;29.2;3.4;33.6;8.4;13.4;3.3;N/A - secret statistique;1.7
80620;Péronne;23.5;2.8;7.6;6.1;14.5;3;N/A - secret statistique;3.4
80630;Poix-de-Picardie;25.8;3.6;33.3;6.7;11.7;3.3;18.2;3.3
80680;Rosières-en-Santerre;25.9;4.4;0;7.8;12;1.2;18.4;3
80685;Roye;23.7;3.2;6.3;5.1;12.6;1.3;18.1;2.5
80688;Rue;29.2;4.3;57.3;13.1;13.9;1.6;22.9;4.1
80721;Saint-Valery-sur-Somme;30.4;3.4;34.3;9.2;19.5;0;22.6;3.4
80799;Villers-Bretonneux;31.3;5.1;105.5;16.4;17.6;0;16.2;3.5
81003;Alban;27.9;2.4;30.1;9;42.1;0;20.1;6
81004;Albi;33.2;4.2;38.2;9.3;24.3;3.2;20.4;3.3
81060;Carmaux;34.2;2.8;11.2;4.5;40.9;2.2;20.3;3.4
81065;Castres;24.2;3.3;38.7;8.1;24.9;3.5;N/A - secret statistique;3.4
81099;Gaillac;34.9;3.6;43.2;9.7;21.6;3.1;N/A - secret statistique;3
81105;Graulhet;38;2.4;34.5;4.4;22.2;1.9;20.4;2.5
81120;Labruguière;24.8;2.9;13.9;2.8;27.9;5.4;20.1;1.4
81124;Lacaune;21.8;2.3;27.6;4.1;30.3;0;N/A - secret statistique;5.5
81140;Lavaur;35.3;2.5;55.7;4.6;24.3;4.9;18.7;2.5
81163;Mazamet;29.4;2.5;16.9;4.4;31;1.3;22.2;3.4
81219;Puylaurens;29.1;3.1;53;8.5;22.3;6.3;19.1;4.2
81220;Rabastens;34.4;3.1;44.8;9;24.2;3.5;16.4;3.6
81222;Réalmont;31.5;3.2;27;9;19.8;0;19.7;2.7
81271;Saint-Sulpice-la-Pointe;33.7;3;55.9;4.8;12.8;4.7;13.4;1.6
82013;Beaumont-de-Lomagne;28;4.1;16.9;8.4;23.6;1.7;18.1;1.7
82033;Castelsarrasin;33;2.5;7.9;1.6;19.1;1.6;16.6;2
82037;Caussade;28.7;3.4;13.9;6;27.4;2.7;N/A - secret statistique;3.7
82075;Grisolles;28.8;3.6;68.9;11;15.2;5.5;14.4;2.8
82087;Lafrançaise;32;2.1;27.7;6.9;24.9;2.7;16.7;2.8
82112;Moissac;30.9;2.9;17.2;5.6;23.6;0;18.9;2.1
82121;Montauban;32.5;4.1;32.7;7.5;22.7;2.1;17.8;2.2
82125;Montech;31.6;2.7;29.3;10.7;16.6;3.8;16.1;2.9
82134;Nègrepelisse;29.3;3.1;50.5;7.9;21.7;4.2;16.5;2.9
82155;Saint-Antonin-Noble-Val;27.2;3.3;86;6.1;23.3;2.4;N/A - secret statistique;4.9
82186;Valence;28.9;2.7;29.6;6.4;21.7;1;19.2;4.4
82190;Verdun-sur-Garonne;29.7;2.6;10;3;14;0;15.2;2
83007;Aups;37.6;4.2;34.6;17.3;41.5;0;N/A - secret statistique;3.5
83012;Barjols;37.5;3.4;37.4;6.6;28.1;0;25.3;3.7
83019;Bormes-les-Mimosas;35.2;4.7;6.8;13.5;27.7;5.1;26.3;4.1
83023;Brignoles;36.9;2.8;22.6;3;24.8;2.2;20.6;2.3
83032;Carcès;35.1;2.1;11;4.4;21;0;23.1;2.2
83036;Cavalaire-sur-Mer;32.8;3.8;24.3;8.1;25.9;0;21.6;3.2
83042;Cogolin;30.4;4.4;22.1;8.1;14.7;0;16.9;3.7
83050;Draguignan;34.7;3.5;39.6;6.7;23.9;2.6;18.7;2.8
83055;Fayence;32.2;3.4;57.3;6.9;25.2;0;19;2.9
83061;Fréjus;34.6;3.5;25.4;9.3;29.9;2.7;22.8;3.5
83064;Garéoult;36.7;3.3;36;10.1;27.4;0;19.7;3.6
83071;La Londe-les-Maures;33.3;3.4;36.3;10;42.7;3.5;22.4;2.7
83072;Lorgues;35.6;3.6;22.6;7.5;22.6;4.4;21.1;3
83073;Le Luc;32.4;2.6;40.4;5.7;16.6;1.6;18.5;2.4
83081;Montauroux;33.5;4.1;47.3;8.5;15.1;3.7;16.8;1.9
83091;Pierrefeu-du-Var;32.6;2.1;16.4;9.9;31.2;3.3;21.1;3.3
83104;Rians;32.7;3.3;58;7.7;21.3;11.5;20.6;1.9
83106;Rocbaron;32.5;3.4;18.2;6.4;13.7;3.6;16.6;1.8
83107;Roquebrune-sur-Argens;38.6;2.5;60;6.7;22;2.6;22.2;2.7
83115;Sainte-Maxime;37.9;4.6;16.8;10.1;26.4;0.8;21.3;3.4
83116;Saint-Maximin-la-Sainte-Baume;36.7;3.2;41.7;6.5;25.6;2.3;19.1;2.4
83119;Saint-Tropez;35.9;4.1;24.5;16;20.9;2.3;21.7;7.4
83121;Salernes;39;4.4;29.9;9;32.9;2.9;24.1;1.5
83137;Toulon;33.1;4.2;41.1;11.1;29.9;3.1;20;3.6
83148;Vidauban;34.1;3.2;13.7;6.2;20.5;1.4;18.5;2.1
84003;Apt;32;3.5;29;7.6;19.6;2.8;20;3.6
84007;Avignon;21.3;4.2;29.6;8.8;20.7;2.6;18.1;3.5
84019;Bollène;25.8;2.7;10.9;5.1;16;2.8;19.8;3.3
84031;Carpentras;29.6;2.9;28.6;6.1;21.1;2.6;18.2;3.1
84035;Cavaillon;34.4;3.7;30.2;9.2;27;2.1;18.3;3.9
84054;L'Isle-sur-la-Sorgue;31.5;3.6;44.4;7.4;25.4;3.4;19;3
84071;Maubec;34.2;2.8;44.2;10.6;26.5;3.5;19.1;4.4
84087;Orange;26.3;3.2;38.8;5.8;18.8;3.4;17.8;3.2
84089;Pertuis;33.4;4.1;54.6;9.8;23.5;2.8;19.2;2.9
84106;Sainte-Cécile-les-Vignes;25.2;3.3;33.2;6.6;20.8;0;17.1;2.5
84123;Sault;23.9;3;17.5;7;26.3;0;17.1;5.3
84133;La Tour-d'Aigues;32.3;3;24.5;7.3;17.1;0;18.9;3.7
84137;Vaison-la-Romaine;22.3;4.7;36.7;12;27.8;2;20.5;2.6
84138;Valréas;23.8;2.8;13.8;5.5;23;0.9;20.5;3.2
85003;Aizenay;33.2;2.2;18.9;4.3;7.6;2.8;15.2;2.4
85018;Beauvoir-sur-Mer;32.9;3;22.7;5.3;16.6;0;21.7;3.8
85019;Bellevigny;29.9;2.7;34.6;1.2;11.5;0;13.4;2.3
85020;Benet;32.2;2.7;27.9;8.4;7;2.7;17.8;2.8
85035;Bretignolles-sur-Mer;45.1;2.7;12.4;11.1;11.1;0;26.6;3.7
85047;Challans;34.3;3.3;27.9;7.2;14.9;2.3;21;2.4
85051;Chantonnay;31.3;2;11.2;4.5;6.7;2.2;16.9;3.4
85059;La Châtaigneraie;30.9;1.9;12.8;3.2;11.5;1.3;19;3.8
85084;Essarts-en-Bocage;26.4;2.6;19.3;4.5;5.1;5.2;13.9;3.2
85092;Fontenay-le-Comte;32.5;2.7;10.2;5.9;10.2;0.5;18.7;3.1
85109;Les Herbiers;31.7;2.8;30.1;6;5;4.6;14.7;2.8
85113;L'Île-d'Yeu;17.4;3.5;20.5;0;18.4;0;16.7;2
85128;Luçon;34.5;3.1;27.9;7;10.6;3.3;21.4;3.1
85146;Montaigu-Vendée;32.1;3.4;39.3;7;9.1;2.1;15;2.7
85151;Mortagne-sur-Sèvre;34.2;2.6;43.8;7.1;5.5;4.4;15.8;3.3
85152;Les Achards;32.6;2.4;26.9;0.9;8.1;1.8;15.8;2.7
85156;Moutiers-les-Mauxfaits;33.7;2.4;34.5;1.2;13.8;2.3;18.9;2.3
85163;Noirmoutier-en-l'Île;36.6;3.1;21.6;9.7;16.2;2;25;6.5
85178;Le Poiré-sur-Vie;33.2;2.5;37.7;5.7;4.7;3.8;14.6;1.9
85182;Pouzauges;32.2;2.2;8.8;3.5;8.4;2.7;16;2.6
85191;La Roche-sur-Yon;32;3.3;29.6;6.8;10;3.1;18.2;2.6
85194;Les Sables-d'Olonne;40.6;3.8;44.4;9.6;15.7;1.6;22.7;3.6
85215;Saint-Fulgent;29.4;2.6;39.1;1.3;6.5;2.7;15.9;1.3
85223;Saint-Jean-d'Hermine;31.8;2.4;28.4;4.3;11.4;2.8;16.5;2.8
85226;Saint-Hilaire-de-Riez;40.8;3;28.4;5.4;14.2;2.7;23.8;2.8
85234;Saint-Jean-de-Monts;41.9;2.7;22.5;7.5;21;1.4;28.4;3.8
85288;Talmont-Saint-Hilaire;42;3;26.8;8;14.7;2.6;24.5;3.1
85294;La Tranche-sur-Mer;43.3;3.4;14.1;9.9;9.9;0;27.1;4.2
86066;Châtellerault;24.3;3.8;23.4;8.3;11.3;1.3;20.7;4
86070;Chauvigny;28.5;3.8;34.7;9.3;11.6;2.3;17.2;4.1
86078;Civray;19.3;3.5;7.8;6.3;7;0;21.8;3.9
86082;Valence-en-Poitou;23.5;3.6;11.3;7.9;11.3;0;19.4;3.4
86092;Dangé-Saint-Romain;24.7;1.8;14.8;1.5;14.8;0;18.9;1.5
86103;Gençay;25.3;3.6;22.2;10;16.6;4.3;19.7;4.4
86112;L'Isle-Jourdain;19.9;3.7;0;10.2;15.2;5.1;22.7;5.1
86128;Lencloître;23.7;3.3;14.4;2.9;2.9;0;19.8;1.4
86137;Loudun;28.1;2.5;28;5.6;15.1;1.1;20.3;3.4
86139;Lusignan;27.3;3.9;28.3;11.3;14.1;1.9;18.2;2.8
86140;Lussac-les-Châteaux;27;3;19.5;5.9;7.8;3.9;18.7;2.9
86165;Montmorillon;22.4;3.4;8.7;7.9;14.8;1.7;21;1.7
86177;Neuville-de-Poitou;29.7;3.8;27.6;9.1;12.2;1.6;16.6;2.8
86194;Poitiers;27.6;4.7;18.6;10.1;10.3;2.2;14.5;3
86293;Vivonne;27;4.9;38.8;7.8;15.5;2.8;16;2.6
86294;Vouillé;30.4;4.3;62.1;12.4;8.5;1.5;16;2.3
87001;Aixe-sur-Vienne;18.8;3.6;27.9;9.1;25.1;1.4;19.6;3.5
87002;Ambazac;19;3.6;27.6;9.2;24.8;3.6;21.6;3.7
87011;Bellac;17.1;2.6;11.7;5.8;22.8;1.1;25.1;5.8
87014;Bessines-sur-Gartempe;16.5;3.4;0;7.6;18.6;0;21.9;3.3
87032;Châlus;15.4;3.7;0;9.5;28.4;3;23.4;4.7
87064;Eymoutiers;21.2;2.9;25.2;7.5;19.5;1.2;22.6;5
87085;Limoges;17.6;4.5;31.2;11;19.5;2;18.8;3.7
87106;Nexon;15.6;2.6;17.1;8.6;18.8;0;18.8;1.7
87126;Rochechouart;18.7;3.4;13.7;8.9;28.9;1.3;25.1;4.1
87154;Saint-Junien;18.7;4;17.1;11.1;19.7;0.8;20;3.8
87161;Saint-Léonard-de-Noblat;25.2;3.4;18.3;8.2;24.7;1.8;22.7;3.7
87187;Saint-Yrieix-la-Perche;11.6;3.6;26.5;8.6;27.8;2.6;22.9;5.3
